"packetReceivedFromPeerWithoutRetry:vector(packetBytes) manet.host[1].wlan[0].mac.dcf ($rateControl="""", $bitrate=6, #0 - Dynamic-0-20220517-11:59:51-11324)",
30.461042224872,122
30.467255188152,122
30.477171144107,116
30.481936727738,14
30.484125729698,122
30.487234790208,864
30.487658985089,1500
30.489199375426,1500
30.489414570763,864
30.542954812815,1500
30.543826021245,864
30.547267230762,1500
30.547482439988,864
30.547725649283,98
30.568639487973,110
30.571100386295,122
30.574913244304,116
30.576754309211,116
30.577984777355,116
30.578129724853,122
30.579387246336,864
30.582505081227,122
30.583469844514,116
30.583986205843,122
30.592918744128,122
30.594576424761,1500
30.656528733571,1500
30.671499312498,14
30.746922006332,110
30.747041006348,116
30.74748800641,116
30.747738655014,14
30.747836006118,122
30.748094914464,122
30.749441428517,122
30.752364945589,116
30.752466162639,122
30.75378975293,122
30.754289207217,116
30.755059591232,116
30.758108077704,14
30.760352987184,122
30.763091969269,14
30.774526022422,14
30.790621507061,1500
30.792357162762,864
30.800820292722,1500
30.812505687345,864
30.814843476092,1500
30.815060135244,864
30.822716890238,944
30.827250250914,92
30.840124912501,104
30.844416593382,104
30.8445715934,110
30.853674719465,116
30.856431804279,110
30.858322985178,14
30.874392581437,864
30.875357869419,1500
30.886455582198,122
30.887114252738,14
30.94298893268,104
30.945923150871,122
30.948382560241,122
30.954525412607,116
30.962159415706,122
30.967464975669,864
30.979251891991,944
30.987884218893,864
31.008025089457,122
31.009354811494,864
31.020459660309,1500
31.03140354892,1500
31.050578806376,864
31.065404410613,1500
31.075152476547,104
31.075298476544,110
31.075676476535,116
31.076428195704,116
31.076895827173,110
31.080231161603,116
31.081039257758,110
31.081151026865,116
31.081886028762,1500
31.087271325315,864
31.097445810481,116
31.097537810474,122
31.097775810455,122
31.099682238247,1500
31.100619702746,122
31.104989514734,122
31.145115489688,864
31.146199154972,1500
31.153654884906,1500
31.170189339838,864
31.170488616934,944
31.170876893957,1500
31.190697718727,1500
31.191676664449,864
31.197691689842,14
31.230533193838,1500
31.2307484564,864
31.238804438066,110
31.243137366817,122
31.247508906346,122
31.260682205142,864
31.26145761628,122
31.274085041762,86
31.28421113196,1500
31.299285376957,86
31.299458376953,116
31.300170376936,122
31.300761376927,1500
31.303621433656,864
31.306950088021,122
31.313646279738,122
31.325344559007,1500
31.326289833255,944
31.380985898735,1500
31.41071091434,116
31.411300183875,122
31.42039758337,116
31.423196613155,864
31.426580479367,122
31.58432552931,1500
31.765335524031,864
31.773244521031,864
31.801055520384,864
31.853441514565,944
31.854183509348,104
31.861987703351,110
31.862477649775,122
31.863126356175,110
31.866147141368,122
31.866817671823,122
31.868936013185,122
31.869250070107,116
31.871418469126,122
31.880156182049,122
31.880577175614,14
31.882308236589,122
31.937965159899,14
31.944503159752,1500
32.007100158297,944
32.056290280941,122
32.059412602124,86
32.066879560618,98
32.075533043034,104
32.077688439237,110
32.078162499308,110
32.07836679673,110
32.080670675635,110
32.082565140723,116
32.085123092603,110
32.085220624442,110
32.086489236116,116
32.087018560247,116
32.087321600565,122
32.087548050631,122
32.088923536567,122
32.107394251612,864
32.149936645281,92
32.185661179127,92
32.207267116332,14
32.207452243175,14
32.208542273479,14
32.220623910251,14
32.221667937485,14
32.221892964667,14
32.253577235317,864
32.296074330032,86
32.29659133002,122
32.305386261279,98
32.309310629823,86
32.321935400464,92
32.336070507755,104
32.337710639075,98
32.337838639066,122
32.346854997886,122
32.348333898432,122
32.35161318834,116
32.360040105701,122
32.378585136294,1500
32.397536842159,1500
32.409410843397,98
32.409746646349,104
32.413320086484,104
32.415749295354,1500
32.419729144969,116
32.420287580594,116
32.426645905766,122
32.426818905747,122
32.43838337386,944
32.441195452577,116
32.441332452565,122
32.441514452549,122
32.442056212039,116
32.442686972713,116
32.44339358116,116
32.445230794508,122
32.446554270208,122
32.447738052992,116
32.448262682809,122
32.451747261923,122
32.45232405141,122
32.452466002028,122
32.454775921758,122
32.540177741657,1500
32.55397666655,1500
32.628866664819,864
32.77163357279,864
32.803409379614,116
32.817607963887,122
32.823969320224,122
32.829520837627,116
32.831261347219,116
32.831378902896,110
32.832093851583,122
32.83222185158,116
32.832787851567,116
32.833257800296,122
32.835339543424,116
32.840015364542,116
32.84224529503,122
32.854835362629,110
32.859520773886,122
32.861215510532,122
32.863639338042,116
32.874019243549,122
32.874900889674,122
32.875524889659,122
32.875670889656,122
32.875834889652,116
32.886485489461,122
32.886809203006,1500
32.887446325565,122
32.887583325556,122
32.887720325547,122
32.899553962903,864
32.904504254724,864
32.913865685286,116
32.916524859684,1500
32.926022951481,122
32.927163548866,864
32.954444513511,1500
32.958127961866,1500
32.959398980572,864
32.971195710148,944
32.971770703456,122
32.993033150369,1500
33.001612651793,122
33.00375118143,1500
33.094499173762,864
33.166029167741,944
33.200896164818,1500
33.229936149168,864
33.306827142733,1500
33.413901999084,1500
33.42887694654,1500
33.448065498456,116
33.454065560204,116
33.454215718222,122
33.460183638927,14
33.463372714066,122
33.481961068888,1500
33.495896988013,1500
33.506320876081,1500
33.597907742991,122
33.598226742965,122
33.59840174295,116
33.598941715869,116
33.599424715829,116
33.599755049908,864
33.601743711922,122
33.605827737567,122
33.605919737559,122
33.606177602834,86
33.606699018454,122
33.607236408133,116
33.608545895803,104
33.615595507215,116
33.621046745398,122
33.657483294663,14
33.657947995163,14
33.668641709767,92
33.785035795858,1500
33.786206607511,1500
33.824791512076,864
33.910943221388,864
33.95308222043,1500
33.973504117234,864
34.014025116311,864
34.377955141796,944
34.517072016279,1500
34.608711758297,864
34.710595620702,1500
34.72464934772,1500
34.739823347375,864
34.747725209336,1500
34.788964208402,864
34.805565067551,1500
34.832036066951,944
34.839841924756,104
34.840702782687,110
34.840911782682,122
34.846208927769,110
34.84721680678,122
34.849106950849,116
34.864039152885,1500
34.864259868276,864
34.867520307314,864
34.886233051263,1500
34.906500330706,864
34.910236632426,1500
34.917667555848,864
34.927921774842,92
34.937385657526,98
34.939982850839,110
34.943825909093,122
34.943954524076,116
34.947127047794,110
34.950433976693,122
34.958018296438,122
34.964838138731,122
34.9661275221,110
34.968110779861,86
34.968444064024,116
34.970295885984,116
34.977810686216,122
34.979063387126,122
34.980803474261,122
34.983177630105,14
34.983697785894,14
34.985152837066,122
34.98527999269,14
34.988922686621,110
34.995682053991,122
34.997341470468,14
34.997874886809,14
34.998960719228,14
34.999095135349,14
35.009120917441,122
35.029402928167,122
35.070735911389,86
35.08900460952,1500
35.289077605016,1500
35.398941108458,864
35.433961107674,1500
35.590141104167,864
35.651731924922,1500
35.657620567388,1500
35.791581299961,864
35.841419924798,1500
35.95126641348,1500
36.156532408897,864
36.267908592967,1500
36.322518967876,1500
36.339393967499,864
36.357714756995,864
36.534504540359,864
36.584935447539,864
36.649351003387,86
36.657699611463,116
36.658601715776,14
36.662971538052,116
36.663186641582,14
36.665273270045,116
36.665389373199,14
36.667846005572,122
36.668195969499,116
36.668447072131,14
36.670509529355,116
36.670724631598,14
36.67434493206,122
36.674952893603,116
36.675998994947,14
36.677691711447,122
36.680765503237,122
36.684575563701,122
36.696401781193,122
36.704887337353,110
36.705048433756,14
36.706318837997,116
36.706515934151,14
36.711553911531,110
36.711982006757,14
36.717913468516,110
36.718152562696,14
36.719618562573,122
36.719791562558,122
36.721268966058,92
36.722881241249,122
36.724772774436,122
36.730298062721,122
36.730749806934,122
36.732766201099,110
36.732996292761,14
36.733269697567,86
36.733978850426,110
36.734787450767,116
36.73591624332,122
36.736067243314,104
36.736782910822,116
36.737499897408,110
36.737722120726,116
36.739314601866,122
36.741209725954,122
36.742231698047,122
36.744405739791,122
36.745210765854,116
36.745681547538,122
36.746969124201,122
36.747821658248,122
36.748404868588,110
36.749542164104,122
36.751258595021,122
36.753987589568,122
36.762404017894,122
36.764062013928,122
36.770918305487,122
36.788468238981,864
36.797226212969,864
36.800416554052,864
36.8126658569,122
36.816912224669,864
36.817239217115,944
36.819913882516,98
36.820758261446,14
36.824667428061,92
36.833964452024,110
36.834992019957,116
36.838335273618,122
36.844090331708,110
36.845732706998,14
36.847496457267,14
36.849570831999,14
36.851424873047,122
36.851731977456,116
36.853707351586,14
36.855135285073,122
36.861798376926,122
36.876241740734,116
36.881063538904,122
36.907167776278,122
36.91479681926,86
36.922168616098,86
36.951696739396,1500
36.951910794648,864
36.981362072436,864
37.022511098212,864
39.676394291505,92
39.678293049284,98
39.682099005785,104
39.687342004823,104
39.687537199204,104
39.689232994755,116
39.690740553297,116
39.692524521224,110
39.693661387914,122
39.695353356629,116
39.695403102088,128
39.697439363576,110
39.697872594841,110
39.699036059373,122
39.699617059053,122
39.700361526276,128
39.701077569115,116
39.701387975966,122
39.702355384473,116
39.702701393671,116
39.704660814914,128
39.705140118676,128
39.705751865113,128
39.707069591391,128
39.70731792102,128
39.707781401514,128
39.707870424441,128
39.708485899903,122
39.709461985649,128
39.710307577981,128
39.712214765064,128
39.712328552183,128
39.713664038039,128
39.714085328508,128
39.717822786481,128
39.717871994799,128
41.204829217437,116
41.207781497863,122
41.214313796841,116
41.215514376018,14
41.218955389794,122
41.219539631362,122
41.225854317296,122
41.228663094389,122
41.581497965257,104
41.582668097886,116
41.582788505921,110
41.586568842618,122
41.587389466536,116
41.588920854491,110
41.589238008751,122
41.591461777607,110
41.600300397707,122
41.621800167128,1500
41.63712463003,1500
41.667593692494,98
41.667744692491,92
41.677708976268,98
41.679902291579,14
41.680298292739,104
41.681164962216,104
41.682891550676,110
41.683929419334,116
41.69658448962,122
41.720950517327,1500
41.721748190646,864
41.770334152301,944
41.770548914112,116
41.770862914106,1500
41.771081675869,864
41.778207469731,122
41.794282648589,86
41.820294513308,104
41.824462237038,122
41.825050993319,14
41.833120681234,864
41.833602516018,122
41.834837574594,116
41.84082594707,122
41.842358761174,14
41.849795796815,1500
41.857877498176,864
41.858130175015,944
41.868556602224,864
41.932047144625,1500
41.942859803857,86
41.946955890745,110
41.94704789074,116
41.947951634674,14
41.954432182518,116
41.955069713127,116
41.957292999666,122
41.959527893918,122
41.961382932159,122
41.971298673765,14
41.993115622661,864
42.071974167471,864
42.130893706986,1500
42.14590570667,864
42.167281706226,1500
42.220526705114,1500
42.461162305438,864
42.67782965493,64
42.678022333556,14
42.678198012151,14
42.681013690251,14
42.757184003225,864
42.866950535986,864
42.922569550493,1500
42.939954057233,1500
42.94017556431,864
43.145587563081,1500
43.163834559044,1500
43.19165455847,1500
43.191876055145,864
43.194049048323,864
43.212155040715,944
43.372011019431,1500
43.40177548526,1500
43.408054973154,1500
43.408276460911,864
43.586891944995,1500
43.66071994348,1500
43.702368895815,122
43.702573895811,104
43.705669618297,122
43.709945894002,110
43.711424013211,122
43.712625821989,122
43.718933808655,122
43.735071668427,864
43.74849714246,1500
43.882071081537,98
43.882554081527,122
43.882682081524,122
43.898431317286,122
43.901245134877,122
44.000988085885,116
44.014727092066,116
44.019231289675,122
44.023319552936,116
44.028843858393,122
44.034106890037,122
44.037878142207,98
44.039330030555,104
44.045617370965,110
44.04637815078,110
44.047011699703,116
44.048518831174,110
44.052159961064,116
44.052885901971,122
44.053077933789,110
44.053384876841,116
44.05505762554,122
44.056120171014,122
44.05673057343,116
44.057434822719,122
44.058054454155,122
44.058824585427,122
44.059120168953,122
44.064424919687,122
44.11024761963,864
44.11183832362,14
44.112465575,14
44.113262266705,14
44.11381611896,14
44.123970825339,14
44.124131678852,14
44.124247532379,14
44.124884932943,14
44.125090786574,14
44.12943253205,122
44.132541253803,104
44.171405904533,944
44.237386732478,864
44.237841275345,1500
44.242627817667,864
44.258661472708,944
44.260503808214,1500
44.292312242882,864
44.360923400327,864
44.361518933929,944
44.361856467522,1500
44.36749209491,92
44.368428543379,14
44.376884409106,122
44.381163659445,122
44.386985631495,1500
44.388280033885,864
44.393799382311,864
44.400178510914,864
44.408460296804,864
44.497703070989,944
44.498861118127,864
44.499189641657,1500
44.515337164683,864
44.524416490757,122
44.524522490748,98
44.530655156339,116
44.532332794262,110
44.532487794268,122
44.535503751461,122
44.536454197521,122
44.538512547603,122
44.581839489113,1500
44.586807445755,944
44.626244595052,1500
44.688465753025,1500
44.697157075831,1500
44.708142492502,864
44.708867455503,944
44.748091481504,1500
44.756215986487,864
44.778384746505,864
44.780779249972,98
44.780957249966,104
44.781441249949,104
44.781524249946,110
44.781798249937,122
44.781899249933,122
44.782079249927,86
44.783097682941,104
44.786682051771,122
44.786919524625,116
44.789288415175,110
44.790096303725,122
44.790202813274,110
44.790633309414,116
44.79383349852,122
44.795014199122,116
44.795747059447,122
44.800982465355,122
44.804120110757,122
44.809838612291,14
44.825575409061,14
44.826319909459,14
44.832421131001,98
44.835732065512,98
44.848776476348,110
44.849371936052,110
44.853176735869,116
44.859992114455,122
44.860549803948,122
44.862019541161,122
44.86357024077,122
44.918440142989,1500
44.951824060305,14
44.953158783047,122
44.954714866132,122
44.957411985011,122
44.961762446259,110
44.965054511707,116
44.967094368169,116
44.974106322523,122
44.976857592001,122
44.979169091892,1500
45.019038513632,864
45.177082510447,864
45.281061508357,1500
45.433000722428,1500
45.617796117227,864
45.786599105217,122
45.792295026166,122
45.793106670239,122
45.800739912484,1500
45.800961303211,864
45.897741352091,122
45.900085743622,122
45.906538003003,122
45.908563014585,122
45.912185267539,116
45.915144678455,122
45.917713653706,1500
45.966116037399,1500
45.9906665807,864
46.038979781944,864
46.148795119565,864
46.153889944272,110
46.154373384194,864
46.16186026927,116
46.167456297491,14
46.199259052114,1500
46.214431514755,864
46.216614346529,864
46.248421260907,864
46.280254724977,864
46.292384494607,122
46.297726519483,864
46.313838519164,944
46.358291518279,110
46.358513886808,14
46.359438274882,116
46.361531264005,110
46.365078920824,116
46.365602618591,110
46.367319302813,122
46.367392519604,122
46.368667121163,122
46.370897027657,122
46.37321286016,122
46.410316839453,110
46.411298899794,116
46.412384148481,122
46.412584148492,116
46.414182066423,110
46.415752395401,110
46.416300365084,116
46.416378010967,122
46.416986401528,110
46.418182767552,122
46.418373368346,122
46.41861642416,122
46.419529806738,116
46.420370774716,116
46.421083330191,122
46.42244848379,110
46.423041088939,122
46.423464418132,122
46.423976429497,116
46.426688167175,122
46.426784719806,116
46.428950064164,122
46.431216026632,122
46.431615230263,122
46.434325814983,122
46.437250180442,116
46.439304258217,122
46.442978388472,122
46.479686190373,14
46.480731391211,14
46.48084959202,14
46.482061532333,14
46.48324173341,14
46.493720925285,14
46.506328732537,14
46.507146404645,14
46.518290256413,86
46.551426132649,104
46.557151383146,116
46.567426224297,122
46.56942840005,122
46.571870800072,1500
46.658874567034,864
46.661517158662,864
46.68019819919,104
46.685342221108,116
46.68833545319,110
46.693542017847,122
46.695387705479,14
46.696558283188,14
46.697042501585,122
46.705682732964,122
46.710457491245,122
46.713883774264,122
46.714951282568,864
46.750806318721,864
46.760268190817,864
46.777597532931,944
46.796893715689,1500
46.819977619164,92
46.825130165645,86
46.835914213921,864
46.854115380699,864
46.855712101547,864
46.921582782785,864
46.934220595113,1500
46.953821635079,864
46.988283888972,1500
46.99837078095,86
46.998761780939,122
47.001972590267,1500
47.01037933304,116
47.044502519964,1500
47.095667539749,864
47.105703539554,1500
47.28323386913,1500
47.578301508811,864
47.610521828721,864
47.629394465504,864
47.630207784018,1500
47.698954439282,944
47.739401789073,1500
47.813851099,1500
47.873994718487,86
47.874194718483,116
47.878761915499,122
47.879442028857,122
47.880432359322,14
47.914521954566,1500
47.951471640477,864
47.951829946484,1500
47.968725737801,864
47.990717004616,122
48.015727650932,864
48.023037257484,122
48.023156257482,116
48.025479682844,122
48.03047577772,122
48.038930333808,116
48.04557734687,116
48.050574777975,1500
48.051218295767,122
48.083054368695,14
48.095513501247,1500
48.110893437029,864
48.128690138848,864
48.160524138234,1500
48.194958137565,864
48.21089543383,864
48.21125472978,944
48.230677584147,122
48.238712479076,116
48.239104653282,14
48.245576079659,122
48.326738317381,1500
48.351721632154,122
48.35412361586,98
48.369387500749,116
48.369830589436,14
48.373092957299,110
48.373536560909,14
48.37784080009,122
48.382605813944,116
48.38281241955,14
48.43165844116,104
48.432105057392,14
48.448141283206,864
48.448444085362,944
48.449118608223,122
48.458545468722,1500
48.465693204973,122
48.465970954806,1500
48.468920117462,1500
48.470347514834,122
48.480112583331,122
48.48064958332,116
48.480822583316,122
48.481107210142,14
48.481450328043,110
48.481713246349,122
48.481799401714,116
48.483239945642,122
48.483509572988,14
48.483947200428,14
48.485347630892,122
48.487579441962,116
48.487972070274,14
48.488615307502,122
48.489367701671,116
48.489574330329,14
48.490024861286,122
48.492161519175,122
48.492490977007,122
48.494214293213,116
48.494489922937,14
48.496762773662,110
48.4971542292,122
48.504010133465,1500
48.519793144577,944
48.56195970055,864
48.565112760247,1500
48.589989541211,864
48.617042517257,116
48.633562240727,104
48.633711763148,98
48.636031962313,864
48.643406614332,116
48.653314368726,122
48.659491299466,116
48.665665599431,122
48.668635415595,86
48.669629488234,86
48.687926293954,864
48.694208320712,1500
48.697822359469,1500
48.825510037802,98
48.862573035505,110
48.865228353949,864
48.867932943551,116
48.8695643284,116
48.873225393629,122
48.874091761843,122
48.875574879673,86
48.875684664135,116
48.876160173869,14
48.895585230613,1500
48.896885188261,98
48.897850067364,1500
48.907991032513,92
48.913579629851,864
48.923931804275,122
48.93497425014,110
48.935209768482,14
48.9503820285,122
48.977893159923,122
48.978180159929,1500
48.988258159015,944
49.000077102978,116
49.000463035887,14
49.002090007883,122
49.031513277892,86
49.041389254024,122
49.042547169593,122
49.047761364404,116
49.047960899304,14
49.129878882722,1500
49.14929651982,864
49.161353729853,864
49.18564743675,1500
49.208187691644,864
49.236241676115,1500
49.251186186037,864
49.280109912882,110
49.280309482406,14
49.280794611398,116
49.281294142826,116
49.281811784851,122
49.288976281692,122
49.290075852685,14
49.296368681062,116
49.298181927205,14
49.325052698368,14
49.325794698424,86
49.343096401267,98
49.351372199976,116
49.352011444303,14
49.375522429133,122
49.375700429122,98
49.378408299577,86
49.383148519884,864
49.399400518823,944
49.444726842234,122
49.445985186185,86
49.480206840955,1500
49.482448081002,864
49.512729427275,864
49.545810191833,864
49.551706454862,864
49.607249233275,1500
49.612045257534,1500
49.612264493555,864
49.616891104019,944
49.619180960071,86
49.62306889767,116
49.623295519504,14
49.625445878807,116
49.626776807522,14
49.634829287447,122
49.636047148298,110
49.636783007365,14
49.648999398326,122
49.655852099445,116
49.656631935579,86
49.659894652631,14
49.660528391997,122
49.741170730779,864
49.752478942104,1500
49.776211150099,864
49.79872214887,944
49.799551248776,110
49.800248248763,110
49.800509248759,86
49.800747248754,122
49.804446268557,122
49.808003346564,122
49.809894453213,122
49.81228855258,122
49.813683589144,104
49.815561687189,14
49.815773606899,104
49.816922704814,14
49.822225540611,110
49.825167250668,116
49.829487032666,116
49.831435421236,122
49.832123435017,116
49.838318831221,122
49.83840183122,110
49.839249471421,116
49.841351011718,116
49.842800892025,116
49.842988255228,122
49.843583001501,122
49.843783001498,122
49.905102225429,116
49.909697258818,122
49.918003015266,122
49.925717554285,86
49.926248033967,122
49.926540033949,122
49.930928810666,116
49.935111515919,122
49.951931781994,86
49.953429864328,86
49.991722956424,864
49.992997856786,104
49.99699471949,110
49.999880206842,110
50.007944065642,122
50.008340826109,122
50.014798015724,122
50.025542078503,14
50.02937430271,14
50.029820277563,86
50.029979348886,14
50.03421141989,864
50.048362341461,122
50.051049693024,122
50.0531632661,122
50.058426610662,864
50.05881267832,944
50.073402677193,1500
50.085531741995,1500
50.184427841291,864
50.185615893389,944
50.18607294549,1500
50.210191045017,864
50.283287891812,110
50.284575974024,116
50.284840275698,14
50.294975789252,122
50.295633799809,92
50.296197843744,116
50.30389965547,116
50.425851708452,864
50.547667731691,864
50.610747844752,1500
50.741967811147,116
50.744001009756,122
50.800868940495,1500
50.898741820933,864
50.932653161728,1500
50.976585933443,864
50.993204889298,864
51.013349409351,86
51.013655409346,122
51.015525493473,98
51.021995705432,98
51.024404576989,864
51.024695951811,104
51.034685233639,116
51.036582390982,116
51.043485733632,86
51.044528216123,116
51.044874216124,122
51.045029634163,122
51.045245237798,122
51.045508552732,86
51.045902994757,122
51.048357734502,116
51.050701642944,122
51.051642598056,116
51.053303478293,122
51.05411497469,122
51.054288323887,122
51.099840833051,864
51.111902672558,98
51.129606607288,86
51.136269063585,14
51.136421299867,86
51.136577603524,14
51.140341257935,14
51.14339930698,92
51.145787822891,98
51.155161385027,104
51.155462720334,104
51.159326418946,86
51.167192593435,116
51.170746839082,122
51.175712362237,122
51.178977358522,122
51.183675560265,116
51.19070672535,122
51.190901190387,116
51.199755901216,944
51.204043001115,864
51.206077862681,864
51.213760874127,122
51.22591388738,122
51.382075349871,1500
51.38229626012,864
